,GoalSetting,StrategicPlanning,SelfEvaluation,TaskStrategies,Elaboration,HelpSeeking,only lecture,Atry to lecture,explore,only asessment,Lcomplete to Atry,lecture to Acomplete,hrs,prior_exp,crs_str,crs_fin,int_topic,int_assess,edu,age,isfemale,emp_student,emp_job,days_act,num_events,num_ses,Gano
437,2.75,3.0,3.33333333333333,3.5,3.33333333333333,3.0,32,140,17,6,6,0,5,0,0,0,1,1,4,34,1,0,0,25,537,65,1
438,4.0,4.0,4.0,3.66666666666667,4.0,1.5,25,140,0,22,0,0,10,1,0,0,1,1,2,21,0,1,0,15,325,44,1
439,3.5,3.75,4.0,3.66666666666667,4.0,3.5,59,140,0,3,4,0,4,1,1,1,1,1,3,42,0,0,1,21,291,39,1
440,2.75,3.75,4.0,3.83333333333333,4.0,2.75,9,140,6,0,0,0,3,1,0,0,1,1,4,36,0,0,1,8,165,13,1
441,2.75,3.0,3.0,2.16666666666667,3.66666666666667,2.0,25,145,8,0,0,0,10,0,1,1,1,1,4,31,0,0,0,12,279,26,1
442,3.25,3.25,2.66666666666667,2.66666666666667,3.0,1.75,9,145,28,19,0,0,5,1,2,1,1,1,5,36,0,0,0,17,269,30,1
443,3.5,3.0,4.0,2.66666666666667,3.0,2.75,22,145,41,3,0,0,4,0,0,0,1,1,3,38,0,0,1,27,506,49,1
444,3.75,3.0,3.33333333333333,2.83333333333333,2.33333333333333,1.5,3,145,4,0,0,0,4,0,1,0,1,1,3,19,0,1,0,11,229,23,1
445,3.0,2.5,2.66666666666667,2.83333333333333,3.33333333333333,2.0,22,145,17,0,0,0,3,0,1,1,1,0,3,52,0,0,1,8,426,19,1
446,3.0,3.25,3.33333333333333,3.33333333333333,4.0,2.25,12,145,15,11,0,0,4,1,3,1,1,1,5,31,0,1,0,16,311,41,1
447,3.5,3.0,3.66666666666667,3.66666666666667,4.0,3.75,7,145,14,21,0,0,5,1,0,0,1,1,3,25,0,1,0,16,219,20,1
448,4.0,4.0,4.0,4.0,4.0,3.0,3,145,20,0,0,4,5,1,0,0,1,1,2,30,0,1,0,14,410,23,1
449,4.0,4.0,4.0,4.0,4.0,3.0,14,145,16,0,9,0,7,1,0,0,1,1,5,29,0,0,1,17,439,31,1
450,2.75,2.75,3.33333333333333,3.5,4.0,3.0,11,149,11,19,0,0,5,0,3,3,1,1,3,35,0,0,0,9,352,21,1
451,1.0,1.75,2.33333333333333,1.5,3.66666666666667,2.0,0,150,0,16,0,0,5,1,0,0,0,0,3,28,0,0,1,8,151,16,1
452,2.0,2.25,3.0,2.33333333333333,3.0,1.75,25,150,8,6,4,0,4,0,1,0,1,1,3,20,0,1,0,26,216,37,1
453,2.75,2.75,3.66666666666667,2.83333333333333,2.0,3.0,6,150,9,0,0,0,4,0,1,1,1,1,2,21,0,1,0,11,208,14,1
454,2.25,2.25,2.66666666666667,3.0,2.33333333333333,2.75,14,150,19,3,0,0,4,1,2,0,1,1,4,28,0,0,1,5,400,22,1
455,3.75,3.25,3.33333333333333,3.0,3.33333333333333,2.75,29,150,0,7,0,0,4,1,5,3,1,1,5,30,0,0,1,16,380,26,1
456,2.75,3.5,2.66666666666667,3.33333333333333,4.0,3.0,3,150,4,7,0,0,3,1,0,0,0,1,4,23,0,1,0,7,156,14,1
457,3.5,3.5,4.0,3.33333333333333,3.33333333333333,2.75,5,150,0,18,0,0,3,0,1,0,1,1,3,38,0,0,1,12,252,16,1
458,3.0,3.25,3.66666666666667,3.33333333333333,3.0,3.5,37,150,4,4,0,5,6,1,0,0,1,1,4,24,0,0,0,19,332,33,1
459,3.0,3.25,3.66666666666667,3.66666666666667,3.33333333333333,2.5,13,150,7,0,10,0,6,0,1,1,1,1,3,49,0,0,1,14,265,23,1
460,3.5,3.75,4.0,3.66666666666667,4.0,1.75,28,150,9,3,0,0,12,1,0,0,1,1,3,24,0,1,0,12,193,33,1
461,4.0,4.0,4.0,4.0,4.0,3.0,0,150,7,0,0,4,6,1,2,2,1,1,4,24,1,0,1,6,217,8,1
462,4.0,4.0,4.0,4.0,4.0,3.75,0,150,0,0,6,0,10,1,0,0,1,1,5,47,0,0,1,9,289,14,1
463,3.75,3.0,3.0,4.0,4.0,1.75,24,150,24,12,4,0,3,0,10,10,1,1,6,50,0,0,1,20,317,34,1
464,1.0,1.75,1.66666666666667,1.66666666666667,2.0,1.0,4,160,24,6,7,0,4,0,7,6,1,1,4,36,0,0,1,13,294,20,1
465,2.0,1.75,3.0,2.33333333333333,3.0,3.25,9,160,0,12,0,0,10,1,0,0,1,1,3,23,0,1,0,4,270,17,1
466,4.0,4.0,3.33333333333333,2.5,4.0,1.5,8,160,0,0,0,0,7,1,0,0,1,1,3,23,0,1,0,6,306,15,1
467,2.75,3.0,3.66666666666667,2.66666666666667,2.66666666666667,1.0,24,160,12,24,0,6,8,0,1,1,1,1,3,35,0,0,1,21,388,43,1
468,3.0,3.25,3.66666666666667,2.83333333333333,3.33333333333333,2.5,11,160,36,10,0,15,4,1,2,2,1,1,3,31,0,0,1,12,373,20,1
469,3.5,3.5,3.33333333333333,2.83333333333333,3.33333333333333,1.5,33,160,8,9,0,0,6,1,0,0,1,1,5,37,0,0,1,23,350,46,1
470,2.25,2.75,3.66666666666667,3.16666666666667,3.0,1.25,18,160,4,16,0,0,10,1,3,2,1,1,5,34,0,0,1,21,325,43,1
471,3.75,3.75,4.0,3.16666666666667,3.66666666666667,2.25,30,160,4,0,0,0,18,0,0,0,1,1,3,26,0,1,0,20,396,48,1
472,3.25,3.75,4.0,3.66666666666667,4.0,2.0,19,160,4,4,0,0,8,1,0,0,1,1,2,25,0,1,0,16,335,35,1
473,3.25,3.5,3.66666666666667,3.83333333333333,4.0,2.5,16,160,22,6,7,6,4,1,0,0,1,1,3,24,0,0,1,17,393,24,1
474,2.75,3.75,3.66666666666667,3.83333333333333,3.33333333333333,2.0,25,160,0,13,7,0,6,0,0,0,1,1,5,23,0,0,0,18,406,27,1
475,3.75,4.0,4.0,4.0,4.0,3.0,3,160,6,13,0,0,5,1,0,0,1,1,5,28,0,0,1,14,360,27,1
476,4.0,4.0,4.0,4.0,4.0,0.75,13,160,23,12,5,10,5,1,10,10,1,1,4,46,0,0,0,18,310,37,1
477,4.0,4.0,4.0,4.0,4.0,3.25,19,160,8,6,0,0,14,0,0,0,1,1,4,29,1,0,0,13,286,38,1
478,3.5,4.0,4.0,4.0,4.0,3.5,28,160,7,14,0,0,2,1,2,2,1,1,1,47,0,0,0,37,980,63,1
479,4.0,4.0,4.0,4.0,4.0,3.5,42,162,21,21,5,0,5,0,0,0,1,1,3,30,0,0,1,18,585,49,1
480,2.5,2.5,2.0,1.83333333333333,2.33333333333333,2.25,3,170,18,3,0,0,4,1,2,2,1,1,3,38,0,0,1,11,330,22,1
481,3.25,3.0,4.0,3.16666666666667,3.0,2.75,3,170,7,23,6,4,10,0,0,0,1,1,3,31,1,0,1,18,428,38,1
482,3.25,3.75,2.66666666666667,3.16666666666667,3.33333333333333,2.0,14,170,13,13,0,0,3,1,7,3,1,1,7,44,0,0,1,10,287,19,1
483,3.75,3.75,4.0,3.5,4.0,3.25,8,170,18,11,0,0,8,1,2,2,1,1,3,31,0,0,1,6,358,17,1
484,4.0,3.0,4.0,3.5,3.66666666666667,2.75,12,170,5,0,0,0,3,1,0,0,1,1,6,36,0,0,1,12,305,19,1
485,3.75,3.75,3.66666666666667,3.5,3.66666666666667,3.25,28,170,15,9,0,0,5,1,0,0,1,1,4,31,0,0,1,14,246,35,1
486,4.0,4.0,4.0,4.0,4.0,3.75,49,170,0,0,4,0,10,0,2,2,1,1,6,40,0,0,1,13,269,36,1
487,2.0,2.25,2.0,2.5,2.33333333333333,1.0,24,180,0,5,10,0,3,0,0,0,0,0,4,20,0,1,0,21,407,36,1
488,4.0,3.75,3.33333333333333,2.5,4.0,2.75,11,190,4,7,0,0,5,1,0,0,1,1,4,25,0,0,1,16,323,24,1
